IDNumber	Author	Title	PublishingDetails	Note	firmsIndividualsIndex	Location	featherid
044	NULL	150th anniversary supplement.	Windsor, Slough and Eton Express, 1962.	NULL	Windsor and Eton Express, The	Berkshire	1
045	NULL	At a ripe old age of 125.	Bucks Advertiser, 1 Dec 1961, p.1.	Note: See also Madden and Dixon 648-49.	Aylesbury News and Advertiser for Bucks, The	Buckinghamshire	2
046	NULL	Centenary number 1832-1932.	Bucks Herald, 1 Jan 1932.	NULL	Bucks Herald, The	Buckinghamshire	3
047	Keefe, H. T.	A century in print. The story of Hazells.	Aylesbury: Hazell, Watson and Viney, 1939.	NULL	Hazell, Watson, and Viney ltd.	Buckinghamshire	4
048	Gray,George J. and Palmer, William Mortlock.	Abstracts from the wills and testamentary documents of printers, binders and stationers of Cambridge, from 1504 to 1699.	London: The Bibliographical Society, 1915.	NULL	NULL	Cambridgshire	5
049	Gray, George J.	Cambridge bookselling,	Cambridge: Bowes and Bowes, 1925.	NULL	NULL	Cambridgshire	6
050	-	The earlier Cambridge stationers & bookbinders and the first Cambridge printer.	London: The Bibliographical Society, illustrated monograph, 13, 1904.	NULL	NULL	Cambridgshire	7
051	-	The early stationers and bookbinders, and the first printer, of Cambridge.	TBS, 6 (1901),14-48.	NULL	NULL	Cambridgshire	8
052	Murphy, Michael J.	Cambridge newspapers and opinion 1780-1850.	Cambridge: The Oleander Press, 1977.	NULL	NULL	Cambridgshire	9
053	Oates, J. C. T.	Books at Cambridge in the sixteenth century and before. In Crutchley, Brooke. Siberch celebrations 1521-1971.	Cambridge: Cambridge University press, 1971.	NULL	NULL	Cambridgshire	10
054	Sayle, C. E.	Cambridge fragments. Postscript.	Libr., 3rd ser., 3 (1912), 336-39.	NULL	NULL	Cambridgshire	11
055	Stokes, H. P.	Cambridge stationers, printers, bookbinders, &c.	Cambridge: Bowes and Bowes, 1919.	NULL	NULL	Cambridgshire	12
056	NULL	Catalogue of an exhibition of Cambridge books and printing held in the Old Court House, Marylebone Road.	Cambridge: Cambridge University Press, 1931.	NULL	NULL	Cambridgshire	13
057	Nixon, H. M.	A Cambridge binding by William Bonnor, 1736.	BC, 22 (1973), 494.	NULL	Bonner, William	Cambridgshire	14
058	NULL	Bicentenary number.	Cambridge Independent Press and Chronicle, 25 Feb 1944.	NULL	Cambridge Chronicle, The	Cambridgshire	15
059	Cranfield, G. A.	The first Cambridge newspaper.	Proc.Cambridge Antiq Soc., 45(1951), 5-16.	NULL	Cambridge Journal, The	Cambridgshire	16
060	Nixon, H. M.	A Cambridge binding by Ed. Moore, c. 1748.	BC, 16 (1967), 481.	NULL	Moore, Edward	Cambridgshire	17
061	Bowes, Robert and Gray, G. J.	John Siberch.	Cambridge: Bowes and Bowes, 1906.	NULL	Siberch, John von Lair	Cambridgshire	18
062	Crutchley, Brooke.	The first Cambridge printer. In Crutchley, Brooke. Siberch celebrations 1521-1971.	Cambridge: Cambridge University Press, 1971.	NULL	Siberch, John von Lair	Cambridgshire	19
063	Gray, George J.	The Cambridge University Press and John Siberch.	Libr., 4th ser., 8 (1928), 260-63.	NULL	Siberch, John von Lair	Cambridgshire	20
064	-	John Siberch. The first Cambridge printer.	Cambridge: Bowes and Bowes, 1921.	NULL	Siberch, John von Lair	Cambridgshire	21
065	Treptow, Otto.	John Siberch.	Cambridge: CBS, monograph, 6, 1970.	Note: Translated from the German by Trevor Jones, and edited by John Morris and Trevor Jones. Originally published in 1964, and in a revised version, in Heimatbuch der Stadt Sieburg, 2 (1967).	Siberch, John von Lair	Cambridgshire	22
066	NULL	Siberch celebrations.	Printing World, 188 (1971), 401.	NULL	Siberch, John von Lair	Cambridgshire	23
067	Baillie, W. M.	The printing of privileged books at Cambridge 1631-1634.	TCBS, 5 (1971),155-66.	NULL	Cambridge University Press	Cambridgshire	24
068	Bowes, Robert.	Biographical notes on the University Printers from the commencement of printing in Cambridge to the present time.	Proc. Cambridge Antiq. Soc., 5 (1883-86), 283-362.	NULL	Cambridge University Press	Cambridgshire	25
069	Jenkinson, Francis, Roberts, S. C., and Barnes, G. R.	A list of books printed in Cambridge at the University Press 1521-1800.	Cambridge: Cambridge University Press, 1935.	NULL	Cambridge University Press	Cambridgshire	26
070	Roberts, S. C.	The evolution of Cambridge publishing.	Cambridge: Cambridge University Press, 1956.	NULL	Cambridge University Press	Cambridgshire	27
071	-	A history of the Cambridge University Press 1521-1921.	Cambridge: Cambridge University Press, 1921.	NULL	Cambridge University Press	Cambridgshire	28
072	NULL	The University Printing Houses at Cambridge from the sixteenth to the twentieth centuries.	Cambridge: Cambridge University Press, 1963.	NULL	Cambridge University Press	Cambridgshire	29
073	NULL	Printing in Wisbech.	Wisbech, 1974.	NULL	NULL	Cambridgshire	30
074	NULL	Centenary number.	Isle of Ely and Wisbecb Advertiser, 1 Aug 1945.	NULL	Wisbech Advertiser, The	Cambridgshire	31
075	Cheshire bibliography. [by various hands]. In J. P. Earwaker	Local gleanings relating to Lancashire and Chesire.	1 ( 1875-76). Â§ 194, 200, 209, 231, 241, 246-48, 2156, 260-61, 278, 286, 294.	NULL	NULL	Cheshire	32
076	Cooke, John H.	Bibliotheca Cestrensis: or, a biographical account of books, maps, plates, and other printed matter ... printed or published in ... the county of Chester.	Warrington: Mackie & Co. Ltd., 1904.	NULL	NULL	Cheshire	33
077	R., B. C.	Private printing presses, 1799-1850.	Cheshire Sheaf, 4th ser., 1 (1967), 30.	Note: A list of registrations under the Seditious SocietiesAct 1799. See no.15, based on the same Act.	NULL	Cheshire	34
078	Smith, R.E.G.	Newspapers first published before 1900 in Lancashire, Cheshire, and the Isle of Man: a union list.	London: The Library Association, Reference, Special and Information Section, 1964.	NULL	NULL	Cheshire	35
079	Nuttall, Derek.	A history of printing in Chester from 1668 to 1965.	Chester: The Author, 1969.	NULL	NULL	Cheshire	36
080	Parr,M	Chester Welsh printing.	J.Chester and North Wales Arch. And Historic Soc.,21 (1915),56-76.	NULL	NULL	Cheshire	37
081	Stewart-Brown, R.	The stationers, booksellers and printers of Chester to about 1800.	Trans. Historic Soc. of Lancashire and Cheshire, 83 (1932), 101-52.	NULL	NULL	Cheshire	38
082	Hall, James.	Chester newspapers about 100 years ago.	J.Chester and North Wales Arch. And Historic Soc., new ser., 21 (1915), 47-55.	NULL	NULL	Cheshire	39
083	Hughes, Thomas.	On Chester literature, its authors and publishers, during the sixteenth and seventeenth centuries.	J.Architectural, Arch. And Historic Soc. For the County, City and Neighbourhood of Chester, 2 (1855-62), 21-30.	NULL	NULL	Cheshire	40
084	NULL	150th birthday number.	Chester Chronicle, 2 May 1925	NULL	Chester Chronicle, The	Cheshire	41
085	NULL	Bicentenary souvenir edition 1730-1930.	Chester Courant, 26 Nov 1930.	Note: See also Madden and Dixon 808.	Chester Courant, The	Cheshire	42
086	B., H.	A 'forgotten' newspaper.	Cheshire Sheaf, 3rd ser., 59 (1964), 15.	NULL	Chester Guardian, The	Cheshire	43
087	T., W.	The Chester Guardian.	Cheshire Sheaf, 3rd ser., 59 (1964), 39.	NULL	Chester Guardian, The	Cheshire	44
088	Taylor, Henry.	Chester's oldest newspaper.	J Chester and North Wales Arch. and Historic Soc., new ser., 21 (1915), 25-29.	NULL	Chester Weekly Journal, The	Cheshire	45
089	C., I.	An early Chester newspaper.	Cheshire Sheaf, 3rd ser., 57 (1962), 71.	NULL	Industrious Bee, The	Cheshire	46
090	Plomer, H. R.	A Chester bookseller,1667-1700: some of his customers and the books he sold them.	Libr, 2nd ser., 4 (1904), 373-83.	NULL	Minshull, John	Cheshire	47
091	NULL	Centenary number.	Macclesfield Courier and Herlad, 4 Feb 1911	NULL	Macclesfield Courier, The	Cheshire	48
092	NULL	Centenary supplement 1822-1922.	Stockport Advertsider, 31 Mar 1922.	NULL	Stockport Advertiser, The	Cheshire	49
093	Attwood, J. S.	Booksellers and printers in Devon and Cornwall in the seventeenth and eighteenth centuries.	Devon and Cornwall NQ, 9 (1916-17), 129-38.	NULL	NULL	Cornwall	50
094	Potts, R. A. J.	Early Cornish printers, 1740-1850.	J. Royal Inst. of Cornwall, new ser., 4 (1964),264-325.	NULL	NULL	Cornwall	51
095	Barnes, F., and Hobbs, J L.	Handlist of newspapers published in Cumberland, Westmorland, and north Lancashire.	Cumberland and Westmorland Antiq. and Arch. Soc., tract ser., 14, 1951.	NULL	NULL	Cumberland	52
096	Ferguson, Chancellor.	On the collection of chap-books in the Bibliotheca Jacksoniana, in Tuilie House, Carlisle, with some remarks on the history of printing in Carlisle, Whitehaven, Penrith, and other north country towns.	Trans.Cumberland and Westmorland Antiq. and Arch. Soc., 14 (1896), 1-120.	NULL	NULL	Cumberland	53
097	NULL	150th birthday number.	Carslise Journal, 29 Oct 1948.	NULL	Carlisle Journal, The	Cumberland	54
098	NULL	150 years on! 1815-1965, supplement.	Cumberland News, 11 Jun 1965.	NULL	Carlisle Patriot, The	Cumberland	55
099	Hay, Daniel.	Some early Whitehaven printers.	Lib. R., 23 (1971), 27-30.	NULL	NULL	Cumberland	56
100	Taylor, Norman.	Derbyshire printing and printers before 1800.	Derbyshire Arch. J, 70 (1950),38-69.	NULL	NULL	Derbyshire	57
101	Wallis, A.	A sketch of the early history of the printing press in Derby.	J. Derbyshire Arch. and Natural History Soc., 3 (1881), 137-56.	NULL	NULL	Derbyshire	58
102	Bemrose, H. H.	The house of Bemrose 1826-1926.	Derby: The Bemrose Press, 1926.	NULL	Bemrose and co.,	Derbyshire	59
103	Owen-Jones, A- E.	The romance of a century 1826-1926.	Derby: Bemrose & Sons Ltd., 1926.	NULL	Bemrose and co.,	Derbyshire	60
104	NULL	Centenary number.	Derby and Chesterfield Reporter, 5 Jan 1923.	NULL	Derby and Chesterfield Reporter, The	Derbyshire	61
105	NULL	Centenary number 1846-1946.	Derbyshire Advertiser, 4 Jan 1946.	NULL	Derbyshire Advertiser, The	Derbyshire	62
106	Dredge, John Ingle.	Devon booksellers & printers in the 17th & 18th centuries.	Plymouth: W. H. Luke, 1885.	Note: Supplement published in 1887.	NULL	Devon	63
107	Radford, Lady.	Early printing in Devon.	Trans. Devon Ass. For the Advancement of Science, Literature and Art, 60 (1928), 51-74.	NULL	NULL	Devon	64
108	Wallis, Peter J., and Robinson, F. J. G.	A preliminary guide to Devonshire book subscription lists.	Newcastle-upon-Tyne: PHIBB, 48, 1973.	NULL	NULL	Devon	65
109	Worth, R. N.	Notes on the history of printing in Devon.	Report and Trans. Devonshire Ass., 11 (1879), 497-515.	NULL	NULL	Devon	66
110	Dickinson, M. G.	Early Exeter printers and booksellers, 1669-1741.	Devon and Cornwal NQ, 29 (1962-64), 164-71.	NULL	NULL	Devon	67
111	Plomer, H. R.	More petitions to Archbishop Laud.	Libr., 3rd ser., 10 (1919), 129-38.	Note: Includes a petition against Peter Southwood, Peter Parkman, William Twopenny, Thomas Wyath, and George Langworthy, all ironmongers, for alleged illegal bookselling in Exeter, pp 135-36	NULL	Devon	68
112	Tapley-Soper, H.	Exeter printers, booksellers, and libraries.	BAR, 5 (1907-08), xxi-xxiii, xli.	NULL	NULL	Devon	69
113	Brushfield, T. N.	Andrew Brice, and the early Exeter newspaper press.	Trans. Devon Ass., 20 (1888), 163-214.	NULL	Brice, Andrew	Devon	70
114	-	The life and bibliography of Andrew Brice.	Exeter: Privately Printed, 1888.	NULL	Brice, Andrew	Devon	71
115	Bentley, C. F.	New information about an Exeter bookseller: an addition and correction to Plomer.	NQ, 212 (1967), 102.	NULL	Crowse, James	Devon	72
116	NULL	The anniversary of the Devon and Exeter Weekly Gazette 5 March 1910, being the completion of the 138th year of the uninterrupted existence of the paper, and the 25th year of its present ownership.	Exeter: Devon and Exeter Weekly Gazette, 1910.	Note: See also Madden and Dixon 997	Essex Gazette, The	Devon	73
117	Plomer, Henry R.	An Exeter bookseller, his friends and contemporaries.	Libr., 3rd ser., 8 (1917), 128-35.	NULL	Gropall, John	Devon	74
118	NULL	Centenary supplement 1849-1949.	Teignmouth Gazette, 16 Sep 1949.	NULL	Teignmouth Gazette, The	Devon	75
119	Johnstone, H. F. V.	Some Dorset journalists.	Dorset Yearbook, 58 (1965), 75-78.	NULL	NULL	Dorset	76
120	Adams, Victor J.	Samuel Simmonds - bookseller and chemist.	Dorset Yearbook, 58 (1965),93-95.	NULL	Simmond, Samuel	Dorset	77
121	NULL	Centenary number.	Poole and Dorset Herald, 11 Apr 1946.	NULL	Poole and Dorsetshire Weekly Herald, The	Dorset	78
122	NULL	Western Gazette: two hundred years of local news.	Yeovil: Western Gazette, 1937.	NULL	Sherborne Mercury, The	Dorset	79
123	NULL	Flying Post - Western Gazette.	Newspaper World, 22 Jul 1939, p. 5.	NULL	Western Flying Post, The	Dorset	80
124	Adams, Victor J.	John Love of Weymouth.	Dorchester, 1965.	NULL	Love, John	Dorset	81
125	Hunt, C. J.	The book trade in Northumberland and Durham to 1860.	Newcastle-upon-Tyne: Thorne's Students' Bookshop Ltd., for the History of the Book Trade in the North, 1975.	NULL	NULL	Durham	82
126	-	A list of printed books and papers dealing with the history of the book trade in Northumberland and Durham.	History of the Book Trade in the North, 1966.	NULL	NULL	Durham	83
127	Isaac, Peter C. G., ed.	Manuscript and other miscellaneous sources of information.	History of the Book Trade in the North, 1966.	NULL	NULL	Durham	84
128	NULL	List of tradesmen, artists, etc., connected with the book trade 1778-1840.	History of the Book Trade in the North, 1966.	NULL	NULL	Durham	85
129	Wallis, P. J.	The north-east book trade to 1860. Imprints and subscriptions.	Newcastle- upon-Tyne: PHIBB, 153, 1977.	NULL	NULL	Durham	86
130	Page, J. R.	Darlington newspapers.	Darlington: Darlington Corporation, 1972.	NULL	NULL	Durham	87
131	NULL	Darlington and Stockton Times centenary 1847-1947.	Darlington: 1947.	Note: See also Madden and Dixon 896	Darlington and Stockton Times, The	Durham	88
132	NULL	150th birthday number 1814-1964.	Durham County Advertiser, 11 Sep 1964.	Note: See also Madden and Dixon 931, 933.	Durham County Advertiser, The	Durham	89
133	Thomson, A. Hamilton.	The Surtees Society 1834-1934.	Publications of the Surtees Soc., 150 (1935).	Note: List of publications, pp. 86-216	Surtees Society, The	Durham	90
134	NULL	Centenary: 100 years of the Shields Gazette 1849-1949.	South Shields, 1949.	Note: See also Madden and Dixon 1329.	North and South Shields Gazette, The	Durham	91
135	Bain, G. W.	Early printing presses of Sunderland.	Antiq. of Sunderland and its Vicinity, 7 (1908), 1-12.	NULL	NULL	Durham	92
137	Middlemiss, J. T.	A Sunderland newspaper about 70 years ago.	Antiq. of Sunderland and its vicinity, 4 (1905), 8-15.	NULL	Sunderland Herald, The	Durham	93
138	Moon, Z.	Essex literature.	Leyton, 1960.	NULL	NULL	Durham	94
139	NULL	150th anniversary supplement.	Colchester Gazette, 8 Sep 1964.	Note: See also Madden and Dixon 829.	Colchester Gazette, The	Durham	95
140	Bensusan-Butt, J.	History of the Essex Standard.	Colchester Gazette, 8 Sep 1965, pp. 9-12.	Note: See also Madden and Dixon 977, 979.	Essex Standard, The	Durham	96
141	Austin, Roland.	Catalogue of the Gloucestershire collection.	Gloucester, 1928.	Note: A collection in Gloucester Public Library; the Catalogue includes important lists and indices of local printing, printers, and publisbers.	NULL	Gloucestershire	97
142	-	Some notes on printing in Gloucestershire.	BAR, 16 (1919), i-vii.	NULL	NULL	Gloucestershire	98
143	Hyett, Francis Adams, and Bazeley, William.	The bibliographer's manual of Gloucestershire literature.	Gloucestershire: J. Bellows, 3 vols., 1895-97; Supplements by Hyett and Roland Austin, Gloucester: J. Bellows, 2 vols., 1915-16.	NULL	NULL	Gloucestershire	99
144	Hyett, Francis Adams.	Notes on the first Bristol and Gloucestershire printers.	Trans. Bristol and Gloucestershire Arch. Soc., 20 (1896), 38-51.	NULL	NULL	Gloucestershire	100
145	NULL	Early Bristol newspapers. A detailed catalogue of Bristol newspapers published up to and including the year 1800 in Bristol Reference Library.	Bristol: Corporation of Bristol, 1956.	NULL	NULL	Gloucestershire	101
146	Merton, Wilfred.	A new Bristol pamphlet.	Libr., 3rd ser., 8 (1917), 162-64.	NULL	Bonny, William	Gloucestershire	102
147	George, W.	The oldest Bristol newspaper.	Bristol Times and Mirror, 4 Aug 1884.	NULL	Bristol Times and Mirror, The	Gloucestershire	103
148	Wells, C.	History of the Bristol Times and Mirror.	Bristol: Bristol Times and Mirror, 1913.	NULL	Bristol Times and Mirror, The	Gloucestershire	104
149	Foxon, D. F.	The printing of Lyrical Ballads.	Libr., 5th ser., 9 (1954), 221-41.	NULL	Cottle, Joseph	Gloucestershire	105
150	NULL	125 years of printing and publishing 1825-1950.	Bristol: John Wright & Sons Ltd., 1950.	NULL	Wright, John	Gloucestershire	106
151	NULL	Centenary supplement.	Cheltenham Chronicle and Glo'stersbire Graphic, 8 May 1909.	NULL	Cheltenham Chronicle, The	Gloucestershire	107
152	Norris, Herbert E.	The book sellers and printers of Circencester.	Cirencester: Cirencester Naturalists' and Archaeologists' Club, 1912.	NULL	NULL	Gloucestershire	108
153	-	Cirencester booksellers and printers.	NQ, 1lth ser., 11 (1915), 141-43.	NULL	NULL	Gloucestershire	109
154	Austin, Roland.	Samuel Rudder.	Libr., 3rd ser., 6 (1915), 235-51.	NULL	Rudder, Samuel	Gloucestershire	110
155	NULL	Centenary supplement.	Wilts and Gloucestershire Standard, 30 Jan 1937.	NULL	Wilts and Gloucester Standard, The	Gloucestershire	111
156	Austin, R.	The Gloucester journal: numbering of volumes.	NQ, 12thser.,3(1915),317.	NULL	Gloucester Journal, The	Gloucestershire	112
157	-	The Gloucester journal, 1722-1922.	NQ, 12th ser., 10 (1922), 261-64, 283-85.	NULL	Gloucester Journal, The	Gloucestershire	113
158	-	Robert Raikes, the elder, & the Gloucester Joumal.	Libr., 3rd ser., 6 (1915),1-24.	Note: See also Madden and Dixon 1049-50, 1052.	Gloucester Journal, The	Gloucestershire	114
159	Edwards, F. A.	The early newspaper press of Hampshire.	Southampton: Hampshire Independent, 1889.	NULL	NULL	Hampshire	115
160	-	Early Hampshire printers.	Papers and Proc Hampshire Field Club, 2 (1890-93), 110-34.	NULL	NULL	Hampshire	116
161	Daish, A. N.	Printers' pride. The house of Yelf at Newport Isle of Wight 1816-1966.	Newport: Yelf Bros., 1967.	NULL	Yelf brothers	Hampshire	117
162	Wiles, R. M.	The earliest Hampshire newspaper.	NQ, 211 (1966), 219-22.	NULL	Portsmouth and Gosport Gazette, The	Hampshire	118
163	NULL	Newspaper history from 126 years ago.	Southern Daily Echo, 18 Apr 1956.	NULL	Southampton and Isle of Wight Mercury, The	Hampshire	119
164	Piper, A. Cecil.	The book trade in Winchester, 1549-1789. Extracts from the local records of the city.	Libr., 3rd ser., 7 (1916), 191-97.	NULL	NULL	Hampshire	120
165	-	The early printers and booksellers of Winchester.	Libr., 4th ser., 1 (1920), 103-10.	NULL	NULL	Hampshire	121
166	NULL	Centenary number 1823-1923.	Hampshire Advertiser, 28 Jul 1923.	NULL	Hampshire Advertiser, The	Hampshire	122
258	Taylor, H. A.	Notices of printing presses as required by the Unlawful Societies Act, 1799.	Newcastle-upon-Tyne: History of the Book Trade in the North, 1966.	NULL	NULL	Northumberland	123
259	Burman, C. Clark.	An account of the art of typography as practised in Ainwick from 1781 to 1815.	Ainwick: Ainwick and County Gazette and Steam Printing Co. Ltd., 1895.	NULL	NULL	Northumberland	124
260	Isaac, P. C. G.	The Burman Ainwick collection.	Newcastle-upon-Tyne: Newcastle University Library, 1973.	NULL	NULL	Northumberland	125
261	Hindley, Charles.	A history of the Catnach Press.	London: Charles Hindley, 1886.	NULL	Catnach, James	Northumberland	126
262	Isaac, Peter C. G.	Bewick, Catnach, and William Davison.	BC, 12 (1963), 72.	NULL	Catnach, James	Northumberland	127
263	Isaac, Peter C. G.	A tentative checklist of books printed by William Davison.	Wylam, 1963.	NULL	Davidson, William	Northumberland	128
264	NULL	William Davison of Alnwick. Pharmacist and printer.	Oxford: Clarendon Press, 1968.	NULL	Davidson, William	Northumberland	129
265	Hilson, J. Lindsay,	Berwick-upon-Tweed typography, 1753-1900.	History of the Berwickshire Naturalists' Club, 23 (1916-18), 433-55. Supplementary list. Ibid, 24 (1919- 22),239-43.	NULL	NULL	Northumberland	130
266	Anderton, B.	Notes on some of the printers and libraries of Newcastle-upon-Tyne.	BAR, 7 (1909-10), i-xii.	NULL	NULL	Northumberland	131
267	Clephan, James.	Early printing in Newcastle.	Arch.Aeliana, new ser.,7 (1876), 271-72.	NULL	NULL	Northumberland	132
268	-	Early booksellers on the Tyne.	Monthly Chronicle of North Country Lore and Legend, 1 (1887), 362-65.	NULL	NULL	Northumberland	133
269	-	More about early booksellers on Tyne.	Monthly Chronicle of North Country Lore and Legend, 1 ( 1887), 412-15.	NULL	NULL	Northumberland	134
270	Hinde, J. Hodgson.	On early printing in Newcastle.	Arcb. Aeliana, new ser., 6 (1865), 225-30.	NULL	NULL	Northumberland	135
271	Hunt, C. J., and Isaac, P. C. G.	The regulation of the book trade in Newcastle-upon- Tyne at the beginning of the nineteenth century.	Newcastle-upon-Tyne: History of the Book Trade in the North, 1976.	NULL	NULL	Northumberland	136
272	Robinson, F. J. G., and Wallis, P. J.	Newcastle book subscription lists.	Newcastle- upon-Tyne: PHIBB, 110, 1976.	NULL	NULL	Northumberland	137
273	Thomson, Frances M.	Newcastle chapbooks in Newcastle-upon-Tyne:	University Library. Newcastle-upon-Tyne: Oriel Press, 1969.	NULL	NULL	Northumberland	138
274	Welford, R.	Early Newcastle typography, 1639-1800.	Arch. Aeliana, 3rd ser., 3 (1907), 1-134.	NULL	NULL	Northumberland	139
275	Anderton, Basil.	Thomas Bewick, the Tyneside engraver.	Libr., 3rd ser., 6 (1915), 365-84; ibid., 7 (1916), 1-17.	NULL	Bewick, Thomas	Northumberland	140
276	Bain, lain.	Altere und neuere Unterschungen zu Thomas Bewick.	Marginalien, 40 (1970),43-54.	NULL	Bewick, Thomas	Northumberland	141
277	-	Bewick: a second gleaning.	BC, 21 (1972), 95-105.	NULL	Bewick, Thomas	Northumberland	142
278	Boyd, Julia.	Bewick gleanings.	Newcastle-upon-Tyne: Andrew Reid, 1886.	Note: Prints from Bewick blocks, but with a substantial introduction.	Bewick, Thomas	Northumberland	143
279	Fussell, G. E.	Country life 150 years ago: Thomas Bewick, the Northumberland Cobbett.	English Review, 63 (1937), 568-76.	NULL	Bewick, Thomas	Northumberland	144
280	Roscoe, Sydney.	 Thomas Bewick. A bibliography raisonnÃ©.	Folkestone, 1973.	NULL	Bewick, Thomas	Northumberland	145
281	Wheeler, Alwyne.	Thomas Bewick's projected History of British fishes.	In Festschrift fÃ¼r Claus Niessen. Weisbaden: Guido Pressler, 1973, 651-86.	NULL	Bewick, Thomas	Northumberland	146
282	NULL	228 years on Tyneside.	Newspaper World, 15 Apr 1939, 5, 37.	Note: See also Madden and Dixon 1310-11.	Newcastle Journal, The	Northumberland	147
283	Cropper, Percy J.	The Nottinghamshire printed chapbooks.	Nottingham, 1892.	NULL	NULL	Nottinghamshire	148
284	Walton, John.	A survey of the printing trade and related occupations in Nottingham and Nottinghamshire to 1900.	Library Association Fellowship thesis, 1968.	NULL	NULL	Nottinghamshire	149
285	Blagg, Thomas M.	Newark as a publishing town.	Newark, 1898.	NULL	NULL	Nottinghamshire	150
286	Clarke, W. J.	Early Nottingham printers and printing.	Nottingham: Thos. Forman and Sons Ltd., 1942.	NULL	NULL	Nottinghamshire	151
287	-, and Potter, W. A.	Early Nottingham printers and printing.	Nottingham, 1953.	Note: A revised edition of no. 286.	NULL	Nottinghamshire	152
288	Creswell, S. F.	Collections towards the history of printing in Nottinghamshire.	London: John Russell Smith, 1863.	Note. Despite its title, this book & about Nottingham only.	NULL	Nottinghamshire	153
289	Fraser, D.	The Nottingham press, 1800-1850.	Trans. Thoroton Soc, 67 (1963),46-66.	NULL	NULL	Nottinghamshire	154
290	Pearson, Edwin.	Banbury chapbooks.	Welwyn, 1970.	NULL	NULL	Oxfordshire	155
291	Cheney, Christopher R.	Cheney & Sons: two centuries of printing in Banbury.	Cake and Cockborse, (1967), 167-75.	NULL	Cheney, John	Oxfordshire	156
292	-	John Cheney and his descendants.	Banbury: Cheney and Sons, 1936.	Note: Anonymous	Cheney, John	Oxfordshire	157
293	NULL	1767-1967: Cheney & Sons - Banbury printers for 200 years.	BritishPrinter,80(1967), 549, 554, 579.	NULL	NULL	Oxfordshire	158
294	Gibson, Strickland.	Abstracts from the wills and testamentary documents of binders, printers and stationers of Oxford from 1493 to 1638.	London: The Bibliographical Society, 1907.	NULL	NULL	Oxfordshire	159
295	NULL	Early Oxford bindings.	London: The Bibliographical Society, 1903.	NULL	NULL	Oxfordshire	160
296	-, Rogers, D. M.	The earl of Leicester and printing at Oxford.	Bodleian Library Records, 2 (1949), 240-245.	NULL	NULL	Oxfordshire	161
299	Hudson, Derek.	Oxford publishing since 1478.	London, 1966.	NULL	NULL	Oxfordshire	162
300	Latham, H.	Oxford Bibles and printing in Oxford.	Oxford, 1888.	NULL	NULL	Oxfordshire	163
301	Madan, Falconer	A chart of Oxford printing, '1468'- 1900.	London, 1904.	NULL	NULL	Oxfordshire	164
302	-	Oxford books. 3 vols.	Oxford: Clarendon Press, 1895-1931.	NULL	NULL	Oxfordshire	165
303	-	Oxford oddments.	Libr., 4th ser., 9 (1929), 341-56.	NULL	NULL	Oxfordshire	166
304	-	The Oxford press during the Civil War.	TBS, 9 (1908), 107-10.	NULL	NULL	Oxfordshire	167
305	-	Some curiosities of the Oxford press.	Libr., 1st ser., 1 (1889), 154-60.	NULL	NULL	Oxfordshire	168
